natTi(p,x)48V


	fit	fit
Energy	Pade	Uncert.	Phys. yield	Phys. yield	1 h irrad.
MeV	mb	mb	(MBq/uAh)	(uCi/uAh)	(MBq/uA)
86.9	8.07	0.47	4.26E+01	1.15E+03	4.26E+01
87.0	8.06	0.47	4.26E+01	1.15E+03	4.26E+01
87.1	8.05	0.47	4.27E+01	1.15E+03	4.26E+01
87.2	8.04	0.47	4.27E+01	1.15E+03	4.26E+01
87.3	8.02	0.47	4.27E+01	1.15E+03	4.27E+01
87.4	8.01	0.47	4.27E+01	1.15E+03	4.27E+01
87.5	8.00	0.47	4.27E+01	1.16E+03	4.27E+01
87.6	7.99	0.47	4.28E+01	1.16E+03	4.27E+01
87.7	7.98	0.47	4.28E+01	1.16E+03	4.27E+01
87.8	7.97	0.47	4.28E+01	1.16E+03	4.28E+01
87.9	7.96	0.47	4.28E+01	1.16E+03	4.28E+01
88.0	7.95	0.46	4.28E+01	1.16E+03	4.28E+01
88.1	7.94	0.46	4.29E+01	1.16E+03	4.28E+01
88.2	7.93	0.46	4.29E+01	1.16E+03	4.28E+01
88.3	7.92	0.46	4.29E+01	1.16E+03	4.29E+01
88.4	7.90	0.46	4.29E+01	1.16E+03	4.29E+01
88.5	7.89	0.46	4.29E+01	1.16E+03	4.29E+01
88.6	7.88	0.46	4.30E+01	1.16E+03	4.29E+01
88.7	7.87	0.46	4.30E+01	1.16E+03	4.30E+01
88.8	7.86	0.46	4.30E+01	1.16E+03	4.30E+01
88.9	7.85	0.46	4.30E+01	1.16E+03	4.30E+01
89.0	7.84	0.46	4.31E+01	1.16E+03	4.30E+01
89.1	7.83	0.46	4.31E+01	1.16E+03	4.30E+01
89.2	7.82	0.46	4.31E+01	1.16E+03	4.31E+01
89.3	7.81	0.46	4.31E+01	1.17E+03	4.31E+01
89.4	7.80	0.46	4.31E+01	1.17E+03	4.31E+01
89.5	7.79	0.46	4.32E+01	1.17E+03	4.31E+01
89.6	7.78	0.45	4.32E+01	1.17E+03	4.31E+01
89.7	7.77	0.45	4.32E+01	1.17E+03	4.32E+01
89.8	7.76	0.45	4.32E+01	1.17E+03	4.32E+01
89.9	7.75	0.45	4.32E+01	1.17E+03	4.32E+01
90.0	7.74	0.51	4.33E+01	1.17E+03	4.32E+01
90.1	7.73	0.51	4.33E+01	1.17E+03	4.32E+01
90.2	7.72	0.51	4.33E+01	1.17E+03	4.33E+01
90.3	7.71	0.51	4.33E+01	1.17E+03	4.33E+01
90.4	7.70	0.51	4.33E+01	1.17E+03	4.33E+01
90.5	7.69	0.50	4.34E+01	1.17E+03	4.33E+01
90.6	7.68	0.50	4.34E+01	1.17E+03	4.33E+01
90.7	7.67	0.50	4.34E+01	1.17E+03	4.34E+01
90.8	7.66	0.50	4.34E+01	1.17E+03	4.34E+01
90.9	7.65	0.50	4.34E+01	1.17E+03	4.34E+01
91.0	7.64	0.50	4.35E+01	1.17E+03	4.34E+01
91.1	7.63	0.50	4.35E+01	1.18E+03	4.34E+01
91.2	7.62	0.50	4.35E+01	1.18E+03	4.35E+01
91.3	7.61	0.50	4.35E+01	1.18E+03	4.35E+01
91.4	7.60	0.50	4.35E+01	1.18E+03	4.35E+01
91.5	7.59	0.50	4.36E+01	1.18E+03	4.35E+01
91.6	7.58	0.50	4.36E+01	1.18E+03	4.36E+01
91.7	7.57	0.50	4.36E+01	1.18E+03	4.36E+01
91.8	7.56	0.50	4.36E+01	1.18E+03	4.36E+01
91.9	7.55	0.50	4.37E+01	1.18E+03	4.36E+01
92.0	7.54	0.50	4.37E+01	1.18E+03	4.36E+01
92.1	7.53	0.49	4.37E+01	1.18E+03	4.37E+01
92.2	7.52	0.49	4.37E+01	1.18E+03	4.37E+01
92.3	7.51	0.49	4.37E+01	1.18E+03	4.37E+01
92.4	7.50	0.49	4.38E+01	1.18E+03	4.37E+01
92.5	7.49	0.49	4.38E+01	1.18E+03	4.37E+01
92.6	7.48	0.49	4.38E+01	1.18E+03	4.38E+01
92.7	7.47	0.49	4.38E+01	1.18E+03	4.38E+01
92.8	7.46	0.49	4.38E+01	1.18E+03	4.38E+01
92.9	7.45	0.49	4.39E+01	1.19E+03	4.38E+01
93.0	7.45	0.49	4.39E+01	1.19E+03	4.38E+01
93.1	7.44	0.49	4.39E+01	1.19E+03	4.39E+01
93.2	7.43	0.49	4.39E+01	1.19E+03	4.39E+01
93.3	7.42	0.49	4.39E+01	1.19E+03	4.39E+01
93.4	7.41	0.49	4.40E+01	1.19E+03	4.39E+01
93.5	7.40	0.49	4.40E+01	1.19E+03	4.39E+01
93.6	7.39	0.49	4.40E+01	1.19E+03	4.40E+01
93.7	7.38	0.48	4.40E+01	1.19E+03	4.40E+01
93.8	7.37	0.48	4.40E+01	1.19E+03	4.40E+01
93.9	7.36	0.48	4.41E+01	1.19E+03	4.40E+01
94.0	7.35	0.48	4.41E+01	1.19E+03	4.40E+01
94.1	7.34	0.48	4.41E+01	1.19E+03	4.41E+01
94.2	7.33	0.48	4.41E+01	1.19E+03	4.41E+01
94.3	7.33	0.48	4.41E+01	1.19E+03	4.41E+01
94.4	7.32	0.48	4.42E+01	1.19E+03	4.41E+01
94.5	7.31	0.48	4.42E+01	1.19E+03	4.41E+01
94.6	7.30	0.48	4.42E+01	1.19E+03	4.42E+01
94.7	7.29	0.48	4.42E+01	1.20E+03	4.42E+01
94.8	7.28	0.48	4.42E+01	1.20E+03	4.42E+01
94.9	7.27	0.48	4.43E+01	1.20E+03	4.42E+01
95.0	7.26	0.48	4.43E+01	1.20E+03	4.42E+01
95.1	7.25	0.48	4.43E+01	1.20E+03	4.43E+01
95.2	7.24	0.48	4.43E+01	1.20E+03	4.43E+01
95.3	7.24	0.48	4.43E+01	1.20E+03	4.43E+01
95.4	7.23	0.47	4.44E+01	1.20E+03	4.43E+01
95.5	7.22	0.47	4.44E+01	1.20E+03	4.43E+01
95.6	7.21	0.47	4.44E+01	1.20E+03	4.44E+01
95.7	7.20	0.47	4.44E+01	1.20E+03	4.44E+01
95.8	7.19	0.47	4.44E+01	1.20E+03	4.44E+01
95.9	7.18	0.47	4.45E+01	1.20E+03	4.44E+01
96.0	7.17	0.47	4.45E+01	1.20E+03	4.44E+01
96.1	7.16	0.47	4.45E+01	1.20E+03	4.45E+01
96.2	7.16	0.47	4.45E+01	1.20E+03	4.45E+01
96.3	7.15	0.47	4.45E+01	1.20E+03	4.45E+01
96.4	7.14	0.47	4.46E+01	1.20E+03	4.45E+01
96.5	7.13	0.47	4.46E+01	1.20E+03	4.45E+01
96.6	7.12	0.47	4.46E+01	1.21E+03	4.46E+01
96.7	7.11	0.47	4.46E+01	1.21E+03	4.46E+01
96.8	7.10	0.47	4.46E+01	1.21E+03	4.46E+01
96.9	7.09	0.47	4.47E+01	1.21E+03	4.46E+01
97.0	7.09	0.47	4.47E+01	1.21E+03	4.46E+01
97.1	7.08	0.46	4.47E+01	1.21E+03	4.47E+01
97.2	7.07	0.46	4.47E+01	1.21E+03	4.47E+01
97.3	7.06	0.46	4.47E+01	1.21E+03	4.47E+01
97.4	7.05	0.46	4.48E+01	1.21E+03	4.47E+01
97.5	7.04	0.46	4.48E+01	1.21E+03	4.47E+01
97.6	7.03	0.46	4.48E+01	1.21E+03	4.48E+01
97.7	7.03	0.46	4.48E+01	1.21E+03	4.48E+01
97.8	7.02	0.46	4.48E+01	1.21E+03	4.48E+01
97.9	7.01	0.46	4.49E+01	1.21E+03	4.48E+01
98.0	7.00	0.46	4.49E+01	1.21E+03	4.48E+01
98.1	6.99	0.46	4.49E+01	1.21E+03	4.49E+01
98.2	6.98	0.46	4.49E+01	1.21E+03	4.49E+01
98.3	6.97	0.46	4.49E+01	1.21E+03	4.49E+01
98.4	6.96	0.46	4.50E+01	1.21E+03	4.49E+01
98.5	6.96	0.46	4.50E+01	1.22E+03	4.49E+01
98.6	6.95	0.46	4.50E+01	1.22E+03	4.50E+01
98.7	6.94	0.46	4.50E+01	1.22E+03	4.50E+01
98.8	6.93	0.46	4.50E+01	1.22E+03	4.50E+01
98.9	6.92	0.45	4.51E+01	1.22E+03	4.50E+01
99.0	6.91	0.45	4.51E+01	1.22E+03	4.50E+01
99.1	6.90	0.45	4.51E+01	1.22E+03	4.50E+01
99.2	6.90	0.45	4.51E+01	1.22E+03	4.51E+01
99.3	6.89	0.45	4.51E+01	1.22E+03	4.51E+01
99.4	6.88	0.45	4.51E+01	1.22E+03	4.51E+01
99.5	6.87	0.45	4.52E+01	1.22E+03	4.51E+01
99.6	6.86	0.45	4.52E+01	1.22E+03	4.51E+01
99.7	6.85	0.45	4.52E+01	1.22E+03	4.52E+01
99.8	6.84	0.45	4.52E+01	1.22E+03	4.52E+01
99.9	6.84	0.45	4.52E+01	1.22E+03	4.52E+01
100.0	6.83	0.50	4.53E+01	1.22E+03	4.52E+01
