natCu(p,x)65Zn


	fit	fit
Energy	Pade	Uncert.	Phys. yield	Phys. yield	1 h irrad.
5.1	74.55	3.95	1.13E-02	3.06E-01	1.13E-02
5.2	79.52	4.22	1.26E-02	3.40E-01	1.26E-02
5.3	84.55	4.48	1.40E-02	3.77E-01	1.40E-02
5.4	89.61	4.75	1.54E-02	4.17E-01	1.54E-02
5.5	94.62	5.02	1.70E-02	4.60E-01	1.70E-02
5.6	99.55	5.28	1.87E-02	5.05E-01	1.87E-02
5.7	104.35	5.53	2.05E-02	5.53E-01	2.05E-02
5.8	108.96	5.78	2.24E-02	6.04E-01	2.24E-02
5.9	113.34	6.01	2.43E-02	6.58E-01	2.43E-02
6.0	117.44	6.23	2.64E-02	7.15E-01	2.64E-02
6.1	121.22	6.43	2.86E-02	7.73E-01	2.86E-02
6.2	124.69	6.61	3.09E-02	8.35E-01	3.09E-02
6.3	127.90	6.78	3.32E-02	8.98E-01	3.32E-02
6.4	130.86	6.94	3.57E-02	9.64E-01	3.57E-02
6.5	133.61	7.08	3.82E-02	1.03E+00	3.82E-02
6.6	136.17	7.22	4.07E-02	1.10E+00	4.07E-02
6.7	138.59	7.35	4.34E-02	1.17E+00	4.34E-02
6.8	140.88	7.47	4.61E-02	1.25E+00	4.61E-02
6.9	143.07	7.59	4.89E-02	1.32E+00	4.89E-02
7.0	145.21	6.96	5.18E-02	1.40E+00	5.18E-02
7.1	147.30	7.06	5.48E-02	1.48E+00	5.47E-02
7.2	149.38	7.16	5.78E-02	1.56E+00	5.78E-02
7.3	151.45	7.26	6.09E-02	1.65E+00	6.09E-02
7.4	153.53	7.36	6.40E-02	1.73E+00	6.40E-02
7.5	155.63	7.46	6.73E-02	1.82E+00	6.73E-02
7.6	157.77	7.56	7.06E-02	1.91E+00	7.06E-02
7.7	159.95	7.67	7.40E-02	2.00E+00	7.40E-02
7.8	162.19	7.77	7.74E-02	2.09E+00	7.74E-02
7.9	164.50	7.88	8.10E-02	2.19E+00	8.10E-02
8.0	166.90	8.00	8.46E-02	2.29E+00	8.46E-02
8.1	169.40	8.12	8.83E-02	2.39E+00	8.83E-02
8.2	171.99	8.24	9.21E-02	2.49E+00	9.21E-02
8.3	174.67	8.37	9.60E-02	2.60E+00	9.60E-02
8.4	177.41	8.50	1.00E-01	2.70E+00	1.00E-01
8.5	180.22	8.64	1.04E-01	2.81E+00	1.04E-01
8.6	183.08	8.77	1.08E-01	2.93E+00	1.08E-01
8.7	185.98	8.91	1.13E-01	3.04E+00	1.13E-01
8.8	188.92	9.05	1.17E-01	3.16E+00	1.17E-01
8.9	191.89	9.20	1.22E-01	3.29E+00	1.22E-01
9.0	194.87	8.03	1.26E-01	3.41E+00	1.26E-01
9.1	197.85	8.15	1.31E-01	3.54E+00	1.31E-01
9.2	200.81	8.27	1.36E-01	3.67E+00	1.36E-01
9.3	203.74	8.40	1.41E-01	3.80E+00	1.41E-01
9.4	206.60	8.51	1.46E-01	3.94E+00	1.46E-01
9.5	209.37	8.63	1.51E-01	4.08E+00	1.51E-01
9.6	212.03	8.74	1.56E-01	4.22E+00	1.56E-01
9.7	214.55	8.84	1.62E-01	4.37E+00	1.62E-01
9.8	216.92	8.94	1.67E-01	4.51E+00	1.67E-01
9.9	219.10	9.03	1.73E-01	4.67E+00	1.73E-01
10.0	221.08	9.11	1.78E-01	4.82E+00	1.78E-01
10.1	222.83	9.18	1.84E-01	4.97E+00	1.84E-01
10.2	224.34	9.24	1.90E-01	5.13E+00	1.90E-01
10.3	225.59	9.30	1.96E-01	5.29E+00	1.96E-01
10.4	226.58	9.34	2.02E-01	5.45E+00	2.02E-01
10.5	227.30	9.37	2.08E-01	5.61E+00	2.08E-01
10.6	227.72	9.38	2.14E-01	5.78E+00	2.14E-01
10.7	227.84	9.39	2.20E-01	5.94E+00	2.20E-01
10.8	227.65	9.38	2.26E-01	6.11E+00	2.26E-01
10.9	227.14	9.36	2.32E-01	6.28E+00	2.32E-01
11.0	226.29	9.28	2.39E-01	6.45E+00	2.39E-01
11.1	225.09	9.23	2.45E-01	6.61E+00	2.45E-01
11.2	223.56	9.17	2.51E-01	6.78E+00	2.51E-01
11.3	221.72	9.10	2.57E-01	6.95E+00	2.57E-01
11.4	219.58	9.01	2.63E-01	7.12E+00	2.63E-01
11.5	217.16	8.91	2.70E-01	7.28E+00	2.70E-01
11.6	214.47	8.80	2.76E-01	7.45E+00	2.76E-01
11.7	211.54	8.68	2.82E-01	7.61E+00	2.82E-01
11.8	208.38	8.55	2.88E-01	7.78E+00	2.88E-01
11.9	205.01	8.41	2.94E-01	7.94E+00	2.94E-01
12.0	201.45	8.26	3.00E-01	8.10E+00	3.00E-01
12.1	197.70	8.11	3.05E-01	8.26E+00	3.05E-01
12.2	193.81	7.95	3.11E-01	8.41E+00	3.11E-01
12.3	189.77	7.78	3.17E-01	8.56E+00	3.17E-01
12.4	185.62	7.61	3.22E-01	8.71E+00	3.22E-01
12.5	181.37	7.44	3.28E-01	8.86E+00	3.28E-01
12.6	177.05	7.26	3.33E-01	9.01E+00	3.33E-01
12.7	172.68	7.08	3.39E-01	9.15E+00	3.39E-01
12.8	168.27	6.90	3.44E-01	9.29E+00	3.44E-01
12.9	163.86	6.72	3.49E-01	9.43E+00	3.49E-01
13.0	159.45	6.64	3.54E-01	9.56E+00	3.54E-01
13.1	155.06	6.46	3.59E-01	9.69E+00	3.59E-01
13.2	150.72	6.28	3.63E-01	9.82E+00	3.63E-01
13.3	146.41	6.10	3.68E-01	9.94E+00	3.68E-01
13.4	142.16	5.92	3.72E-01	1.01E+01	3.72E-01
13.5	137.96	5.75	3.77E-01	1.02E+01	3.77E-01
13.6	133.83	5.57	3.81E-01	1.03E+01	3.81E-01
13.7	129.77	5.40	3.85E-01	1.04E+01	3.85E-01
13.8	125.78	5.24	3.89E-01	1.05E+01	3.89E-01
13.9	121.88	5.08	3.93E-01	1.06E+01	3.93E-01
14.0	118.07	4.92	3.97E-01	1.07E+01	3.97E-01
14.1	114.35	4.76	4.01E-01	1.08E+01	4.01E-01
14.2	110.73	4.61	4.05E-01	1.09E+01	4.05E-01
14.3	107.21	4.47	4.08E-01	1.10E+01	4.08E-01
14.4	103.79	4.32	4.12E-01	1.11E+01	4.12E-01
14.5	100.46	4.18	4.15E-01	1.12E+01	4.15E-01
14.6	97.23	4.05	4.18E-01	1.13E+01	4.18E-01
14.7	94.09	3.92	4.22E-01	1.14E+01	4.22E-01
14.8	91.05	3.79	4.25E-01	1.15E+01	4.25E-01
14.9	88.10	3.67	4.28E-01	1.16E+01	4.28E-01
15.0	85.24	3.56	4.31E-01	1.16E+01	4.31E-01
15.1	82.48	3.44	4.34E-01	1.17E+01	4.34E-01
15.2	79.81	3.33	4.36E-01	1.18E+01	4.36E-01
15.3	77.23	3.23	4.39E-01	1.19E+01	4.39E-01
15.4	74.73	3.12	4.42E-01	1.19E+01	4.42E-01
15.5	72.32	3.02	4.44E-01	1.20E+01	4.44E-01
15.6	69.99	2.92	4.47E-01	1.21E+01	4.47E-01
15.7	67.75	2.83	4.49E-01	1.21E+01	4.49E-01
15.8	65.58	2.74	4.52E-01	1.22E+01	4.52E-01
15.9	63.48	2.65	4.54E-01	1.23E+01	4.54E-01
16.0	61.46	2.57	4.56E-01	1.23E+01	4.56E-01
16.1	59.52	2.49	4.58E-01	1.24E+01	4.58E-01
16.2	57.64	2.41	4.60E-01	1.24E+01	4.60E-01
16.3	55.83	2.33	4.62E-01	1.25E+01	4.62E-01
16.4	54.09	2.26	4.64E-01	1.26E+01	4.64E-01
16.5	52.41	2.19	4.66E-01	1.26E+01	4.66E-01
16.6	50.79	2.12	4.68E-01	1.27E+01	4.68E-01
16.7	49.23	2.06	4.70E-01	1.27E+01	4.70E-01
16.8	47.73	1.99	4.72E-01	1.28E+01	4.72E-01
16.9	46.28	1.93	4.74E-01	1.28E+01	4.74E-01
17.0	44.89	1.87	4.75E-01	1.28E+01	4.75E-01
17.1	43.55	1.82	4.77E-01	1.29E+01	4.77E-01
17.2	42.26	1.76	4.79E-01	1.29E+01	4.79E-01
17.3	41.02	1.71	4.80E-01	1.30E+01	4.80E-01
17.4	39.82	1.66	4.82E-01	1.30E+01	4.82E-01
17.5	38.67	1.61	4.83E-01	1.31E+01	4.83E-01
17.6	37.57	1.57	4.85E-01	1.31E+01	4.85E-01
17.7	36.50	1.52	4.86E-01	1.31E+01	4.86E-01
17.8	35.48	1.48	4.88E-01	1.32E+01	4.87E-01
17.9	34.50	1.44	4.89E-01	1.32E+01	4.89E-01
18.0	33.55	1.40	4.90E-01	1.32E+01	4.90E-01
18.1	32.64	1.36	4.92E-01	1.33E+01	4.91E-01
18.2	31.76	1.32	4.93E-01	1.33E+01	4.93E-01
18.3	30.92	1.29	4.94E-01	1.34E+01	4.94E-01
18.4	30.11	1.26	4.95E-01	1.34E+01	4.95E-01
18.5	29.33	1.22	4.96E-01	1.34E+01	4.96E-01
18.6	28.58	1.19	4.98E-01	1.34E+01	4.98E-01
18.7	27.86	1.16	4.99E-01	1.35E+01	4.99E-01
18.8	27.17	1.13	5.00E-01	1.35E+01	5.00E-01
18.9	26.51	1.11	5.01E-01	1.35E+01	5.01E-01
19.0	25.87	1.09	5.02E-01	1.36E+01	5.02E-01
19.1	25.25	1.07	5.03E-01	1.36E+01	5.03E-01
19.2	24.66	1.04	5.04E-01	1.36E+01	5.04E-01
19.3	24.09	1.02	5.05E-01	1.37E+01	5.05E-01
19.4	23.55	1.00	5.06E-01	1.37E+01	5.06E-01
19.5	23.02	0.97	5.07E-01	1.37E+01	5.07E-01
19.6	22.52	0.95	5.08E-01	1.37E+01	5.08E-01
19.7	22.03	0.93	5.09E-01	1.38E+01	5.09E-01
19.8	21.56	0.91	5.10E-01	1.38E+01	5.10E-01
19.9	21.11	0.89	5.11E-01	1.38E+01	5.11E-01
20.0	20.68	0.87	5.12E-01	1.38E+01	5.12E-01
20.1	20.27	0.86	5.12E-01	1.39E+01	5.12E-01
20.2	19.87	0.84	5.13E-01	1.39E+01	5.13E-01
20.3	19.48	0.82	5.14E-01	1.39E+01	5.14E-01
20.4	19.11	0.81	5.15E-01	1.39E+01	5.15E-01
20.5	18.76	0.79	5.16E-01	1.39E+01	5.16E-01
20.6	18.42	0.78	5.17E-01	1.40E+01	5.17E-01
20.7	18.09	0.76	5.17E-01	1.40E+01	5.17E-01
20.8	17.77	0.75	5.18E-01	1.40E+01	5.18E-01
20.9	17.47	0.74	5.19E-01	1.40E+01	5.19E-01
21.0	17.17	0.73	5.20E-01	1.40E+01	5.20E-01
21.1	16.89	0.71	5.21E-01	1.41E+01	5.20E-01
21.2	16.62	0.70	5.21E-01	1.41E+01	5.21E-01
21.3	16.36	0.69	5.22E-01	1.41E+01	5.22E-01
21.4	16.11	0.68	5.23E-01	1.41E+01	5.23E-01
21.5	15.86	0.67	5.23E-01	1.41E+01	5.23E-01
21.6	15.63	0.66	5.24E-01	1.42E+01	5.24E-01
21.7	15.40	0.65	5.25E-01	1.42E+01	5.25E-01
21.8	15.19	0.64	5.26E-01	1.42E+01	5.26E-01
21.9	14.98	0.63	5.26E-01	1.42E+01	5.26E-01
22.0	14.78	0.63	5.27E-01	1.42E+01	5.27E-01
22.1	14.58	0.62	5.28E-01	1.43E+01	5.28E-01
22.2	14.39	0.61	5.28E-01	1.43E+01	5.28E-01
22.3	14.21	0.60	5.29E-01	1.43E+01	5.29E-01
22.4	14.04	0.60	5.30E-01	1.43E+01	5.30E-01
22.5	13.87	0.59	5.30E-01	1.43E+01	5.30E-01
22.6	13.70	0.58	5.31E-01	1.43E+01	5.31E-01
22.7	13.55	0.58	5.32E-01	1.44E+01	5.31E-01
22.8	13.39	0.57	5.32E-01	1.44E+01	5.32E-01
22.9	13.25	0.56	5.33E-01	1.44E+01	5.33E-01
23.0	13.10	0.56	5.33E-01	1.44E+01	5.33E-01
23.1	12.96	0.55	5.34E-01	1.44E+01	5.34E-01
23.2	12.83	0.55	5.35E-01	1.44E+01	5.35E-01
23.3	12.70	0.54	5.35E-01	1.45E+01	5.35E-01
23.4	12.58	0.54	5.36E-01	1.45E+01	5.36E-01
23.5	12.46	0.53	5.36E-01	1.45E+01	5.36E-01
23.6	12.34	0.52	5.37E-01	1.45E+01	5.37E-01
23.7	12.22	0.52	5.38E-01	1.45E+01	5.38E-01
23.8	12.11	0.52	5.38E-01	1.45E+01	5.38E-01
23.9	12.01	0.51	5.39E-01	1.46E+01	5.39E-01
24.0	11.90	0.51	5.39E-01	1.46E+01	5.39E-01
24.1	11.80	0.50	5.40E-01	1.46E+01	5.40E-01
24.2	11.70	0.50	5.41E-01	1.46E+01	5.41E-01
24.3	11.61	0.49	5.41E-01	1.46E+01	5.41E-01
24.4	11.52	0.49	5.42E-01	1.46E+01	5.42E-01
24.5	11.43	0.49	5.42E-01	1.47E+01	5.42E-01
24.6	11.34	0.48	5.43E-01	1.47E+01	5.43E-01
24.7	11.25	0.48	5.43E-01	1.47E+01	5.43E-01
24.8	11.17	0.48	5.44E-01	1.47E+01	5.44E-01
24.9	11.09	0.47	5.45E-01	1.47E+01	5.45E-01
25.0	11.01	0.47	5.45E-01	1.47E+01	5.45E-01
25.1	10.93	0.47	5.46E-01	1.47E+01	5.46E-01
25.2	10.86	0.47	5.46E-01	1.48E+01	5.46E-01
25.3	10.79	0.46	5.47E-01	1.48E+01	5.47E-01
25.4	10.72	0.46	5.47E-01	1.48E+01	5.47E-01
25.5	10.65	0.46	5.48E-01	1.48E+01	5.48E-01
25.6	10.58	0.45	5.48E-01	1.48E+01	5.48E-01
25.7	10.51	0.45	5.49E-01	1.48E+01	5.49E-01
25.8	10.45	0.45	5.50E-01	1.49E+01	5.49E-01
25.9	10.38	0.45	5.50E-01	1.49E+01	5.50E-01
26.0	10.32	0.44	5.51E-01	1.49E+01	5.51E-01
26.1	10.26	0.44	5.51E-01	1.49E+01	5.51E-01
26.2	10.20	0.44	5.52E-01	1.49E+01	5.52E-01
26.3	10.14	0.44	5.52E-01	1.49E+01	5.52E-01
26.4	10.09	0.43	5.53E-01	1.49E+01	5.53E-01
26.5	10.03	0.43	5.53E-01	1.50E+01	5.53E-01
26.6	9.98	0.43	5.54E-01	1.50E+01	5.54E-01
26.7	9.92	0.43	5.54E-01	1.50E+01	5.54E-01
26.8	9.87	0.42	5.55E-01	1.50E+01	5.55E-01
26.9	9.82	0.42	5.55E-01	1.50E+01	5.55E-01
27.0	9.77	0.42	5.56E-01	1.50E+01	5.56E-01
27.1	9.72	0.42	5.56E-01	1.50E+01	5.56E-01
27.2	9.67	0.42	5.57E-01	1.51E+01	5.57E-01
27.3	9.62	0.41	5.58E-01	1.51E+01	5.57E-01
27.4	9.58	0.41	5.58E-01	1.51E+01	5.58E-01
27.5	9.53	0.41	5.59E-01	1.51E+01	5.59E-01
27.6	9.48	0.41	5.59E-01	1.51E+01	5.59E-01
27.7	9.44	0.41	5.60E-01	1.51E+01	5.60E-01
27.8	9.39	0.40	5.60E-01	1.51E+01	5.60E-01
27.9	9.35	0.40	5.61E-01	1.52E+01	5.61E-01
28.0	9.31	0.40	5.61E-01	1.52E+01	5.61E-01
28.1	9.26	0.40	5.62E-01	1.52E+01	5.62E-01
28.2	9.22	0.40	5.62E-01	1.52E+01	5.62E-01
28.3	9.18	0.39	5.63E-01	1.52E+01	5.63E-01
28.4	9.14	0.39	5.63E-01	1.52E+01	5.63E-01
28.5	9.10	0.39	5.64E-01	1.52E+01	5.64E-01
28.6	9.06	0.39	5.64E-01	1.52E+01	5.64E-01
28.7	9.02	0.39	5.65E-01	1.53E+01	5.65E-01
28.8	8.99	0.39	5.65E-01	1.53E+01	5.65E-01
28.9	8.95	0.38	5.66E-01	1.53E+01	5.66E-01
29.0	8.91	0.38	5.66E-01	1.53E+01	5.66E-01
29.1	8.87	0.38	5.67E-01	1.53E+01	5.67E-01
29.2	8.84	0.38	5.67E-01	1.53E+01	5.67E-01
29.3	8.80	0.38	5.68E-01	1.53E+01	5.68E-01
29.4	8.76	0.38	5.68E-01	1.54E+01	5.68E-01
29.5	8.73	0.37	5.69E-01	1.54E+01	5.69E-01
29.6	8.69	0.37	5.69E-01	1.54E+01	5.69E-01
29.7	8.66	0.37	5.70E-01	1.54E+01	5.70E-01
29.8	8.63	0.37	5.70E-01	1.54E+01	5.70E-01
29.9	8.59	0.37	5.71E-01	1.54E+01	5.71E-01
30.0	8.56	0.37	5.71E-01	1.54E+01	5.71E-01
30.1	8.53	0.37	5.72E-01	1.55E+01	5.72E-01
30.2	8.49	0.36	5.72E-01	1.55E+01	5.72E-01
30.3	8.46	0.36	5.73E-01	1.55E+01	5.73E-01
30.4	8.43	0.36	5.73E-01	1.55E+01	5.73E-01
30.5	8.40	0.36	5.74E-01	1.55E+01	5.74E-01
30.6	8.37	0.36	5.74E-01	1.55E+01	5.74E-01
30.7	8.33	0.36	5.75E-01	1.55E+01	5.75E-01
30.8	8.30	0.36	5.75E-01	1.55E+01	5.75E-01
30.9	8.27	0.36	5.76E-01	1.56E+01	5.76E-01
31.0	8.24	0.35	5.76E-01	1.56E+01	5.76E-01
31.1	8.21	0.35	5.77E-01	1.56E+01	5.77E-01
31.2	8.18	0.35	5.77E-01	1.56E+01	5.77E-01
31.3	8.15	0.35	5.78E-01	1.56E+01	5.78E-01
31.4	8.12	0.35	5.78E-01	1.56E+01	5.78E-01
31.5	8.09	0.35	5.79E-01	1.56E+01	5.79E-01
31.6	8.07	0.35	5.79E-01	1.57E+01	5.79E-01
31.7	8.04	0.35	5.80E-01	1.57E+01	5.80E-01
31.8	8.01	0.34	5.80E-01	1.57E+01	5.80E-01
31.9	7.98	0.34	5.81E-01	1.57E+01	5.81E-01
32.0	7.95	0.34	5.81E-01	1.57E+01	5.81E-01
32.1	7.92	0.34	5.82E-01	1.57E+01	5.82E-01
32.2	7.90	0.34	5.82E-01	1.57E+01	5.82E-01
32.3	7.87	0.34	5.83E-01	1.57E+01	5.83E-01
32.4	7.84	0.34	5.83E-01	1.58E+01	5.83E-01
32.5	7.82	0.34	5.84E-01	1.58E+01	5.84E-01
32.6	7.79	0.33	5.84E-01	1.58E+01	5.84E-01
32.7	7.76	0.33	5.85E-01	1.58E+01	5.84E-01
32.8	7.74	0.33	5.85E-01	1.58E+01	5.85E-01
32.9	7.71	0.33	5.85E-01	1.58E+01	5.85E-01
33.0	7.68	0.33	5.86E-01	1.58E+01	5.86E-01
33.1	7.66	0.33	5.86E-01	1.59E+01	5.86E-01
33.2	7.63	0.33	5.87E-01	1.59E+01	5.87E-01
33.3	7.61	0.33	5.87E-01	1.59E+01	5.87E-01
33.4	7.58	0.33	5.88E-01	1.59E+01	5.88E-01
33.5	7.56	0.32	5.88E-01	1.59E+01	5.88E-01
33.6	7.53	0.32	5.89E-01	1.59E+01	5.89E-01
33.7	7.51	0.32	5.89E-01	1.59E+01	5.89E-01
33.8	7.48	0.32	5.90E-01	1.59E+01	5.90E-01
33.9	7.46	0.32	5.90E-01	1.60E+01	5.90E-01
34.0	7.43	0.32	5.91E-01	1.60E+01	5.91E-01
34.1	7.41	0.32	5.91E-01	1.60E+01	5.91E-01
34.2	7.39	0.32	5.92E-01	1.60E+01	5.92E-01
34.3	7.36	0.32	5.92E-01	1.60E+01	5.92E-01
34.4	7.34	0.32	5.93E-01	1.60E+01	5.93E-01
34.5	7.32	0.31	5.93E-01	1.60E+01	5.93E-01
34.6	7.29	0.31	5.94E-01	1.60E+01	5.94E-01
34.7	7.27	0.31	5.94E-01	1.61E+01	5.94E-01
34.8	7.25	0.31	5.95E-01	1.61E+01	5.95E-01
34.9	7.22	0.31	5.95E-01	1.61E+01	5.95E-01
35.0	7.20	0.31	5.96E-01	1.61E+01	5.96E-01
35.1	7.18	0.31	5.96E-01	1.61E+01	5.96E-01
35.2	7.15	0.31	5.96E-01	1.61E+01	5.96E-01
35.3	7.13	0.31	5.97E-01	1.61E+01	5.97E-01
35.4	7.11	0.31	5.97E-01	1.61E+01	5.97E-01
35.5	7.09	0.31	5.98E-01	1.62E+01	5.98E-01
35.6	7.07	0.30	5.98E-01	1.62E+01	5.98E-01
35.7	7.04	0.30	5.99E-01	1.62E+01	5.99E-01
35.8	7.02	0.30	5.99E-01	1.62E+01	5.99E-01
35.9	7.00	0.30	6.00E-01	1.62E+01	6.00E-01
36.0	6.98	0.30	6.00E-01	1.62E+01	6.00E-01
36.1	6.96	0.30	6.01E-01	1.62E+01	6.01E-01
36.2	6.94	0.30	6.01E-01	1.62E+01	6.01E-01
36.3	6.92	0.30	6.02E-01	1.63E+01	6.02E-01
36.4	6.89	0.30	6.02E-01	1.63E+01	6.02E-01
36.5	6.87	0.30	6.03E-01	1.63E+01	6.03E-01
36.6	6.85	0.29	6.03E-01	1.63E+01	6.03E-01
36.7	6.83	0.29	6.04E-01	1.63E+01	6.04E-01
36.8	6.81	0.29	6.04E-01	1.63E+01	6.04E-01
36.9	6.79	0.29	6.04E-01	1.63E+01	6.04E-01
37.0	6.77	0.29	6.05E-01	1.63E+01	6.05E-01
37.1	6.75	0.29	6.05E-01	1.64E+01	6.05E-01
37.2	6.73	0.29	6.06E-01	1.64E+01	6.06E-01
37.3	6.71	0.29	6.06E-01	1.64E+01	6.06E-01
37.4	6.69	0.29	6.07E-01	1.64E+01	6.07E-01
37.5	6.67	0.29	6.07E-01	1.64E+01	6.07E-01
37.6	6.65	0.29	6.08E-01	1.64E+01	6.08E-01
37.7	6.63	0.29	6.08E-01	1.64E+01	6.08E-01
37.8	6.61	0.28	6.09E-01	1.65E+01	6.09E-01
37.9	6.59	0.28	6.09E-01	1.65E+01	6.09E-01
38.0	6.57	0.28	6.10E-01	1.65E+01	6.10E-01
38.1	6.55	0.28	6.10E-01	1.65E+01	6.10E-01
38.2	6.53	0.28	6.11E-01	1.65E+01	6.10E-01
38.3	6.52	0.28	6.11E-01	1.65E+01	6.11E-01
38.4	6.50	0.28	6.11E-01	1.65E+01	6.11E-01
38.5	6.48	0.28	6.12E-01	1.65E+01	6.12E-01
38.6	6.46	0.28	6.12E-01	1.66E+01	6.12E-01
38.7	6.44	0.28	6.13E-01	1.66E+01	6.13E-01
38.8	6.42	0.28	6.13E-01	1.66E+01	6.13E-01
38.9	6.40	0.28	6.14E-01	1.66E+01	6.14E-01
39.0	6.39	0.27	6.14E-01	1.66E+01	6.14E-01
39.1	6.37	0.27	6.15E-01	1.66E+01	6.15E-01
39.2	6.35	0.27	6.15E-01	1.66E+01	6.15E-01
39.3	6.33	0.27	6.16E-01	1.66E+01	6.16E-01
39.4	6.31	0.27	6.16E-01	1.66E+01	6.16E-01
39.5	6.30	0.27	6.16E-01	1.67E+01	6.16E-01
39.6	6.28	0.27	6.17E-01	1.67E+01	6.17E-01
39.7	6.26	0.27	6.17E-01	1.67E+01	6.17E-01
39.8	6.24	0.27	6.18E-01	1.67E+01	6.18E-01
39.9	6.22	0.27	6.18E-01	1.67E+01	6.18E-01
40.0	6.21	0.27	6.19E-01	1.67E+01	6.19E-01
40.1	6.19	0.27	6.19E-01	1.67E+01	6.19E-01
40.2	6.17	0.27	6.20E-01	1.67E+01	6.20E-01
40.3	6.16	0.27	6.20E-01	1.68E+01	6.20E-01
40.4	6.14	0.27	6.21E-01	1.68E+01	6.21E-01
40.5	6.12	0.26	6.21E-01	1.68E+01	6.21E-01
40.6	6.10	0.26	6.21E-01	1.68E+01	6.21E-01
40.7	6.09	0.26	6.22E-01	1.68E+01	6.22E-01
40.8	6.07	0.26	6.22E-01	1.68E+01	6.22E-01
40.9	6.05	0.26	6.23E-01	1.68E+01	6.23E-01
41.0	6.04	0.26	6.23E-01	1.68E+01	6.23E-01
41.1	6.02	0.26	6.24E-01	1.69E+01	6.24E-01
41.2	6.00	0.26	6.24E-01	1.69E+01	6.24E-01
41.3	5.99	0.26	6.25E-01	1.69E+01	6.25E-01
41.4	5.97	0.26	6.25E-01	1.69E+01	6.25E-01
41.5	5.96	0.26	6.26E-01	1.69E+01	6.26E-01
41.6	5.94	0.26	6.26E-01	1.69E+01	6.26E-01
41.7	5.92	0.26	6.26E-01	1.69E+01	6.26E-01
41.8	5.91	0.26	6.27E-01	1.69E+01	6.27E-01
41.9	5.89	0.25	6.27E-01	1.70E+01	6.27E-01
42.0	5.88	0.25	6.28E-01	1.70E+01	6.28E-01
42.1	5.86	0.25	6.28E-01	1.70E+01	6.28E-01
42.2	5.85	0.25	6.29E-01	1.70E+01	6.29E-01
42.3	5.83	0.25	6.29E-01	1.70E+01	6.29E-01
42.4	5.81	0.25	6.30E-01	1.70E+01	6.30E-01
42.5	5.80	0.25	6.30E-01	1.70E+01	6.30E-01
42.6	5.78	0.25	6.30E-01	1.70E+01	6.30E-01
42.7	5.77	0.25	6.31E-01	1.71E+01	6.31E-01
42.8	5.75	0.25	6.31E-01	1.71E+01	6.31E-01
42.9	5.74	0.25	6.32E-01	1.71E+01	6.32E-01
43.0	5.72	0.25	6.32E-01	1.71E+01	6.32E-01
43.1	5.71	0.25	6.33E-01	1.71E+01	6.33E-01
43.2	5.69	0.25	6.33E-01	1.71E+01	6.33E-01
43.3	5.68	0.25	6.34E-01	1.71E+01	6.34E-01
43.4	5.66	0.24	6.34E-01	1.71E+01	6.34E-01
43.5	5.65	0.24	6.34E-01	1.71E+01	6.34E-01
43.6	5.63	0.24	6.35E-01	1.72E+01	6.35E-01
43.7	5.62	0.24	6.35E-01	1.72E+01	6.35E-01
43.8	5.60	0.24	6.36E-01	1.72E+01	6.36E-01
43.9	5.59	0.24	6.36E-01	1.72E+01	6.36E-01
44.0	5.58	0.24	6.37E-01	1.72E+01	6.37E-01
