natCu(p,x)63Zn


	fit	fit
Energy	Pade	Uncert.	Phys. yield	Phys. yield	1 h irrad.
MeV	mb	mb	(MBq/uAh)	(mCi/uAh)	(MBq/uA)
87.6	7.36	0.37	1.91E+04	5.16E+02	1.16E+04
87.7	7.35	0.37	1.91E+04	5.16E+02	1.16E+04
87.8	7.35	0.37	1.91E+04	5.16E+02	1.16E+04
87.9	7.34	0.37	1.91E+04	5.17E+02	1.16E+04
88.0	7.33	0.37	1.91E+04	5.17E+02	1.16E+04
88.1	7.33	0.37	1.91E+04	5.17E+02	1.16E+04
88.2	7.32	0.37	1.91E+04	5.18E+02	1.17E+04
88.3	7.31	0.37	1.92E+04	5.18E+02	1.17E+04
88.4	7.31	0.37	1.92E+04	5.18E+02	1.17E+04
88.5	7.30	0.37	1.92E+04	5.18E+02	1.17E+04
88.6	7.30	0.37	1.92E+04	5.19E+02	1.17E+04
88.7	7.29	0.37	1.92E+04	5.19E+02	1.17E+04
88.8	7.28	0.37	1.92E+04	5.19E+02	1.17E+04
88.9	7.28	0.37	1.92E+04	5.19E+02	1.17E+04
89.0	7.27	0.37	1.92E+04	5.20E+02	1.17E+04
89.1	7.27	0.37	1.92E+04	5.20E+02	1.17E+04
89.2	7.26	0.37	1.92E+04	5.20E+02	1.17E+04
89.3	7.26	0.37	1.93E+04	5.20E+02	1.17E+04
89.4	7.25	0.37	1.93E+04	5.21E+02	1.17E+04
89.5	7.24	0.37	1.93E+04	5.21E+02	1.17E+04
89.6	7.24	0.37	1.93E+04	5.21E+02	1.17E+04
89.7	7.23	0.37	1.93E+04	5.21E+02	1.17E+04
89.8	7.23	0.37	1.93E+04	5.22E+02	1.17E+04
89.9	7.22	0.37	1.93E+04	5.22E+02	1.18E+04
90.0	7.22	0.37	1.93E+04	5.22E+02	1.18E+04
90.1	7.21	0.37	1.93E+04	5.22E+02	1.18E+04
90.2	7.20	0.37	1.93E+04	5.23E+02	1.18E+04
90.3	7.20	0.37	1.93E+04	5.23E+02	1.18E+04
90.4	7.19	0.37	1.94E+04	5.23E+02	1.18E+04
90.5	7.19	0.37	1.94E+04	5.23E+02	1.18E+04
90.6	7.18	0.36	1.94E+04	5.24E+02	1.18E+04
90.7	7.18	0.36	1.94E+04	5.24E+02	1.18E+04
90.8	7.17	0.36	1.94E+04	5.24E+02	1.18E+04
90.9	7.17	0.36	1.94E+04	5.24E+02	1.18E+04
91.0	7.16	0.36	1.94E+04	5.25E+02	1.18E+04
91.1	7.16	0.36	1.94E+04	5.25E+02	1.18E+04
91.2	7.15	0.36	1.94E+04	5.25E+02	1.18E+04
91.3	7.15	0.36	1.94E+04	5.25E+02	1.18E+04
91.4	7.14	0.36	1.95E+04	5.26E+02	1.18E+04
91.5	7.14	0.36	1.95E+04	5.26E+02	1.18E+04
91.6	7.13	0.36	1.95E+04	5.26E+02	1.18E+04
91.7	7.13	0.36	1.95E+04	5.26E+02	1.19E+04
91.8	7.12	0.36	1.95E+04	5.27E+02	1.19E+04
91.9	7.12	0.36	1.95E+04	5.27E+02	1.19E+04
92.0	7.11	0.36	1.95E+04	5.27E+02	1.19E+04
92.1	7.11	0.36	1.95E+04	5.28E+02	1.19E+04
92.2	7.10	0.36	1.95E+04	5.28E+02	1.19E+04
92.3	7.10	0.36	1.95E+04	5.28E+02	1.19E+04
92.4	7.09	0.36	1.95E+04	5.28E+02	1.19E+04
92.5	7.09	0.36	1.96E+04	5.29E+02	1.19E+04
92.6	7.09	0.36	1.96E+04	5.29E+02	1.19E+04
92.7	7.08	0.36	1.96E+04	5.29E+02	1.19E+04
92.8	7.08	0.36	1.96E+04	5.29E+02	1.19E+04
92.9	7.07	0.36	1.96E+04	5.30E+02	1.19E+04
93.0	7.07	0.36	1.96E+04	5.30E+02	1.19E+04
93.1	7.06	0.36	1.96E+04	5.30E+02	1.19E+04
93.2	7.06	0.36	1.96E+04	5.30E+02	1.19E+04
93.3	7.05	0.36	1.96E+04	5.31E+02	1.19E+04
93.4	7.05	0.36	1.96E+04	5.31E+02	1.20E+04
93.5	7.04	0.36	1.97E+04	5.31E+02	1.20E+04
93.6	7.04	0.36	1.97E+04	5.31E+02	1.20E+04
93.7	7.04	0.36	1.97E+04	5.32E+02	1.20E+04
93.8	7.03	0.36	1.97E+04	5.32E+02	1.20E+04
93.9	7.03	0.36	1.97E+04	5.32E+02	1.20E+04
94.0	7.02	0.36	1.97E+04	5.32E+02	1.20E+04
94.1	7.02	0.36	1.97E+04	5.33E+02	1.20E+04
94.2	7.01	0.36	1.97E+04	5.33E+02	1.20E+04
94.3	7.01	0.36	1.97E+04	5.33E+02	1.20E+04
94.4	7.01	0.36	1.97E+04	5.33E+02	1.20E+04
94.5	7.00	0.36	1.97E+04	5.34E+02	1.20E+04
94.6	7.00	0.36	1.98E+04	5.34E+02	1.20E+04
94.7	6.99	0.36	1.98E+04	5.34E+02	1.20E+04
94.8	6.99	0.36	1.98E+04	5.35E+02	1.20E+04
94.9	6.99	0.35	1.98E+04	5.35E+02	1.20E+04
95.0	6.98	0.35	1.98E+04	5.35E+02	1.20E+04
95.1	6.98	0.35	1.98E+04	5.35E+02	1.21E+04
95.2	6.97	0.35	1.98E+04	5.36E+02	1.21E+04
95.3	6.97	0.35	1.98E+04	5.36E+02	1.21E+04
95.4	6.97	0.35	1.98E+04	5.36E+02	1.21E+04
95.5	6.96	0.35	1.98E+04	5.36E+02	1.21E+04
95.6	6.96	0.35	1.99E+04	5.37E+02	1.21E+04
95.7	6.95	0.35	1.99E+04	5.37E+02	1.21E+04
95.8	6.95	0.35	1.99E+04	5.37E+02	1.21E+04
95.9	6.95	0.35	1.99E+04	5.37E+02	1.21E+04
96.0	6.94	0.35	1.99E+04	5.38E+02	1.21E+04
96.1	6.94	0.35	1.99E+04	5.38E+02	1.21E+04
96.2	6.94	0.35	1.99E+04	5.38E+02	1.21E+04
96.3	6.93	0.35	1.99E+04	5.38E+02	1.21E+04
96.4	6.93	0.35	1.99E+04	5.39E+02	1.21E+04
96.5	6.92	0.35	1.99E+04	5.39E+02	1.21E+04
96.6	6.92	0.35	2.00E+04	5.39E+02	1.21E+04
96.7	6.92	0.35	2.00E+04	5.39E+02	1.21E+04
96.8	6.91	0.35	2.00E+04	5.40E+02	1.22E+04
96.9	6.91	0.35	2.00E+04	5.40E+02	1.22E+04
97.0	6.91	0.35	2.00E+04	5.40E+02	1.22E+04
97.1	6.90	0.35	2.00E+04	5.41E+02	1.22E+04
97.2	6.90	0.35	2.00E+04	5.41E+02	1.22E+04
97.3	6.89	0.35	2.00E+04	5.41E+02	1.22E+04
97.4	6.89	0.35	2.00E+04	5.41E+02	1.22E+04
97.5	6.89	0.35	2.00E+04	5.42E+02	1.22E+04
97.6	6.88	0.35	2.00E+04	5.42E+02	1.22E+04
97.7	6.88	0.35	2.01E+04	5.42E+02	1.22E+04
97.8	6.88	0.35	2.01E+04	5.42E+02	1.22E+04
97.9	6.87	0.35	2.01E+04	5.43E+02	1.22E+04
98.0	6.87	0.35	2.01E+04	5.43E+02	1.22E+04
98.1	6.86	0.35	2.01E+04	5.43E+02	1.22E+04
98.2	6.86	0.35	2.01E+04	5.43E+02	1.22E+04
98.3	6.86	0.35	2.01E+04	5.44E+02	1.22E+04
98.4	6.85	0.35	2.01E+04	5.44E+02	1.22E+04
98.5	6.85	0.35	2.01E+04	5.44E+02	1.23E+04
98.6	6.85	0.35	2.01E+04	5.44E+02	1.23E+04
98.7	6.84	0.35	2.02E+04	5.45E+02	1.23E+04
98.8	6.84	0.35	2.02E+04	5.45E+02	1.23E+04
98.9	6.84	0.35	2.02E+04	5.45E+02	1.23E+04
99.0	6.83	0.35	2.02E+04	5.46E+02	1.23E+04
99.1	6.83	0.35	2.02E+04	5.46E+02	1.23E+04
99.2	6.83	0.35	2.02E+04	5.46E+02	1.23E+04
99.3	6.82	0.35	2.02E+04	5.46E+02	1.23E+04
99.4	6.82	0.35	2.02E+04	5.47E+02	1.23E+04
99.5	6.82	0.35	2.02E+04	5.47E+02	1.23E+04
99.6	6.81	0.35	2.02E+04	5.47E+02	1.23E+04
99.7	6.81	0.35	2.03E+04	5.47E+02	1.23E+04
99.8	6.80	0.35	2.03E+04	5.48E+02	1.23E+04
99.9	6.80	0.35	2.03E+04	5.48E+02	1.23E+04
100.0	6.80	0.44	2.03E+04	5.48E+02	1.23E+04
